model,forecast_date,target,target_week_end,national_raw_error,national_log_difference,national_percentage_error,national_bre,cc_national_score,cc_national_rank,cc_national_rank_percentile,state_point_forecasts_num,state_log_difference_squared,state_pearson_fit_statistic,state_mean_absolute_error,state_geo_mean_log_difference,state_median_log_difference,state_bre,state_bre_signed,state_pred_25,state_missed_by_2x,state_rmse,state_mape,state_smape,cc_state_point_score,cc_state_point_rank,cc_state_point_rank_percentile,state_range_forecasts_num,state_range_capture_rate_95pi,state_range_capture_rate_50pi,state_range_10th_percentile_width,state_range_25th_percentile_width,state_range_50th_percentile_width,state_range_average_width,state_range_75th_percentile_width,state_range_90th_percentile_width,state_ranges_gt_4x,state_ranges_gt_10x,state_ranges_95PI_score,state_ranges_interval_normalized,state_ranges_precision_raw,state_ranges_precision_95pi_adjusted,cc_state_range_score,cc_state_range_rank,cc_state_range_rank_percentile,cc_state_range_score_v2,cc_state_range_rank_v2,cc_state_range_rank_percentile_v2,state_ranges_50PI_score,state_ranges_synthetic_wis,state_ranges_synthetic_wis_sharpness,state_ranges_synthetic_wis_penalty,state_ranges_synthetic_wis_rank_percentile,state_mean_absolute_error_rank_percentile,state_log_difference_squared_rank_percentile,state_pearson_rank_percentile,state_log_difference_geo_mean_rank_percentile,state_rmse_rank_percentile,state_mape_rank_percentile,state_smape_rank_percentile,state_bre_rank_percentile,state_pred25_rank_percentile
MIT-ORC,3/29/2021,3 wk ahead inc death,4/17/2021,1312,0.08,8.29%,8.29%,90%,7,83.78%,51,10.8,4383.13,103.25,19.64%,-3.44%,46.98%,-15.31%,54.90%,9.80%,237.65,29.54%,29.02%,56.70%,5,58.82%,51,98.04%,0.765,4.274,8.477,19,274.715,73.643,412,86.28%,62.75%,43020,145.5,6.01%,12.54%,12.40%,26,26.47%,23.51%,23,35.29%,18161,73.41,39.37,34.04,58.82%,61.77%,64.71%,41.18%,97.06%,38.24%,91.18%,94.12%,73.53%,97.06%
MOBS,3/29/2021,3 wk ahead inc death,4/17/2021,1636,0.098,10.33%,10.33%,90%,10,75.68%,50,8.91,2799.75,105.82,26.18%,-8.85%,46.56%,-1.86%,40.00%,8.00%,227.17,37.64%,34.70%,45.20%,11,67.65%,50,86.00%,0.56,2.011,2.512,5.553,182.359,78.5,426.8,52.00%,42.00%,35689,114.9,10.67%,22.27%,35.10%,12,67.65%,25.11%,26,26.47%,15814,66.62,24.82,41.8,67.65%,55.88%,82.35%,67.65%,50.00%,44.12%,70.59%,70.59%,76.47%,70.59%
Oliver Wyman,3/29/2021,3 wk ahead inc death,4/17/2021,3606,0.205,22.77%,22.77%,75%,21,45.95%,51,26.56,4944.68,128.16,31.82%,7.37%,142.94%,-73.76%,27.45%,17.65%,289.47,48.62%,42.03%,19.00%,23,35.29%,51,84.31%,0.392,2.036,2.603,5.222,120.408,40.333,222,49.02%,35.29%,66600,278,14.24%,29.73%,37.20%,11,70.59%,39.37%,20,44.12%,21407,94.01,25.33,68.67,35.29%,32.35%,11.77%,35.29%,29.41%,29.41%,35.29%,29.41%,0.00%,20.59%
PSI,3/29/2021,3 wk ahead inc death,4/17/2021,-1871,-0.126,-11.82%,-13.40%,75%,12,70.27%,51,36.07,6898.41,180.08,47.16%,-48.96%,125.59%,-90.12%,21.57%,47.06%,338.78,53.70%,62.77%,2.20%,32,2.94%,51,33.33%,0.118,1.436,1.606,2.023,4.293,2.923,5.714,7.84%,3.92%,281685,608.6,52.39%,100.00%,26.80%,18,50.00%,35.09%,22,38.24%,35156,220.13,6.01,214.12,2.94%,2.94%,8.82%,23.53%,2.94%,14.71%,17.65%,0.00%,5.88%,11.77%
RPI-UW,3/29/2021,3 wk ahead inc death,4/17/2021,-6875,-0.57,-43.42%,-76.74%,0%,38,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SignatureScience,3/29/2021,3 wk ahead inc death,4/17/2021,10634,0.514,67.16%,67.16%,0%,37,2.70%,51,22.69,12750.11,218.71,46.72%,52.25%,88.72%,82.51%,15.69%,41.18%,403.57,87.87%,54.43%,1.65%,34,8.82%,51,100.00%,0.569,17.429,53.516,538,1702.401,1893,3594,96.08%,94.12%,59028,224.4,0.60%,1.26%,4.10%,32,8.82%,2.50%,32,8.82%,32756,129.78,77.56,52.23,8.82%,0.00%,32.35%,5.88%,5.88%,2.94%,5.88%,8.82%,26.47%,0.00%
UA,3/29/2021,3 wk ahead inc death,4/17/2021,2904,0.168,18.34%,18.34%,75%,20,48.65%,51,23,4203.67,114.39,28.02%,20.16%,87.96%,23.55%,29.41%,27.45%,210.85,66.63%,46.88%,17.61%,24,23.53%,51,88.24%,0.549,3.458,5.59,8.063,10.462,11.778,20.471,74.51%,29.41%,63695,296.8,20.82%,43.47%,14.40%,24,32.35%,60.92%,12,67.65%,25610,99.99,45.95,54.04,23.53%,41.18%,26.47%,44.12%,41.18%,55.88%,14.71%,20.59%,29.41%,29.41%
UCM,3/29/2021,3 wk ahead inc death,4/17/2021,1296,0.079,8.19%,8.19%,90%,6,86.49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCSD-NEU,3/29/2021,3 wk ahead inc death,4/17/2021,1232,0.075,7.78%,7.78%,90%,5,89.19%,50,20.43,2850.19,107.78,32.59%,-22.05%,59.46%,-21.76%,26.00%,18.00%,228.13,42.56%,45.77%,13.87%,25,20.59%,50,98.00%,0.9,6.013,1393,1731,1422.391,1901,2111.2,92.00%,84.00%,81872,750.3,0.34%,0.71%,6.20%,28,20.59%,-3.59%,33,5.88%,26445,110.08,66.9,43.18,20.59%,50.00%,41.18%,64.71%,17.65%,41.18%,61.77%,26.47%,50.00%,14.71%
UGA-CEID,3/29/2021,3 wk ahead inc death,4/17/2021,3664,0.208,23.14%,23.14%,75%,22,43.24%,51,23.27,6086.91,146.65,31.26%,16.18%,115.08%,-40.90%,29.41%,21.57%,364.97,48.68%,41.25%,10.12%,29,26.47%,51,94.12%,0.706,3.785,16.619,182,976.753,624,1586,86.28%,76.47%,57003,212.9,1.49%,3.10%,8.30%,27,23.53%,5.18%,31,11.76%,24363,99.43,57.21,42.22,26.47%,20.59%,23.53%,26.47%,32.35%,8.82%,32.35%,32.35%,11.77%,29.41%
UM,3/29/2021,3 wk ahead inc death,4/17/2021,7101,0.371,44.85%,44.85%,0%,33,13.51%,49,21.38,8565.78,176.98,38.63%,40.30%,86.06%,83.97%,18.37%,32.65%,295.78,85.88%,51.52%,0.00%,35,29.41%,49,95.92%,0.735,3.024,13.177,110.5,538.73,580,1370,81.63%,75.51%,42246,220.5,2.02%,4.22%,14.40%,24,32.35%,-1.74%,33,5.88%,22932,97.65,46.05,51.6,29.41%,5.88%,38.24%,14.71%,8.82%,26.47%,8.82%,11.77%,35.29%,5.88%
UMass-MB,3/29/2021,3 wk ahead inc death,4/17/2021,4348,0.243,27.46%,27.46%,75%,25,35.14%,51,6.98,2187.86,81.71,21.12%,18.51%,38.34%,16.99%,37.26%,11.77%,146.47,34.91%,29.31%,53.11%,7,85.29%,51,98.04%,0.588,2.955,3.721,4.76,8.463,7.384,12.073,54.90%,13.73%,29740,123.2,29.46%,61.50%,45.40%,10,73.53%,85.18%,5,88.24%,12899,53.09,29.99,23.09,85.29%,79.41%,97.06%,76.47%,85.29%,79.41%,76.47%,91.18%,94.12%,61.77%
UpstateSU,3/29/2021,3 wk ahead inc death,4/17/2021,5489,0.298,34.67%,34.67%,0%,28,27.03%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USC,3/29/2021,3 wk ahead inc death,4/17/2021,2536,0.149,16.02%,16.02%,75%,16,59.46%,51,9.51,3059.44,103.59,21.22%,9.99%,45.08%,11.58%,47.06%,13.73%,199.54,37.31%,31.80%,52.79%,8,61.77%,51,80.39%,0.412,1.822,1.996,2.264,4.257,2.766,7.618,13.73%,7.84%,50100,181.5,49.86%,100.00%,70.20%,3,94.12%,84.62%,6,85.29%,16466,72.61,22.4,50.21,61.76%,58.82%,76.47%,61.77%,82.35%,64.71%,73.53%,79.41%,82.35%,91.18%
Baseline,3/29/2021,4 wk ahead inc death,4/24/2021,7144,0.297,34.59%,34.59%,0%,27,29.73%,51,13.23,11220.01,195.8,24.68%,19.70%,57.79%,18.15%,35.29%,11.77%,462.71,45.53%,35.51%,29.32%,17,38.24%,51,88.24%,0.451,3.917,3.975,4,3.95,4,4,0.00%,0.00%,82915,181.9,40.43%,84.40%,92.90%,1,100.00%,90.44%,2,97.06%,31198,132.6,47.87,84.73,38.24%,29.41%,58.82%,17.65%,58.82%,17.65%,52.94%,64.71%,58.82%,50.00%
BPagano,3/29/2021,4 wk ahead inc death,4/24/2021,12640,0.477,61.19%,61.19%,0%,34,10.81%,51,12.74,13594.41,248.37,31.35%,35.26%,57.58%,51.48%,29.41%,13.73%,533.24,56.68%,39.65%,18.50%,23,17.65%,51,86.28%,0.333,2,3.235,5.66,6.173,6.472,11.333,52.94%,11.77%,113123,160.6,33.32%,69.57%,35.10%,11,70.59%,81.55%,6,85.29%,41806,176.38,34.77,141.6,17.65%,11.77%,64.71%,11.77%,32.35%,8.82%,23.53%,50.00%,61.77%,26.47%
CMU,3/29/2021,4 wk ahead inc death,4/24/2021,NA,NA,NA,NA,NA,NA,NA,51,7.07,2128.44,105.31,18.28%,-7.56%,38.23%,-10.59%,45.10%,3.92%,221.11,28.06%,28.84%,64.39%,2,85.29%,51,96.08%,0.667,3.283,4.959,8.613,55.662,38.472,242,76.47%,47.06%,51818,161.6,11.57%,24.15%,20.60%,17,52.94%,42.47%,19,47.06%,19365,79.97,34.56,45.41,85.29%,85.29%,97.06%,91.18%,97.06%,76.47%,97.06%,94.12%,94.12%,85.29%
Columbia,3/29/2021,4 wk ahead inc death,4/24/2021,6108,0.259,29.57%,29.57%,0%,24,37.84%,51,64.03,6710.18,158.69,28.58%,13.08%,98.58%,-23.60%,45.10%,25.49%,358.16,52.50%,48.99%,22.29%,20,47.06%,51,82.35%,0.686,2.067,2.354,3.422,46.723,11.441,200,31.37%,25.49%,82974,200,20.35%,42.49%,53.70%,7,82.35%,53.61%,15,58.82%,28538,121.09,33.19,87.9,47.06%,47.06%,2.94%,41.18%,44.12%,32.35%,29.41%,20.59%,26.47%,85.29%
Columbia-UNC,3/29/2021,4 wk ahead inc death,4/24/2021,13849,0.513,67.05%,67.05%,0%,36,5.41%,51,55.83,18755.46,265.29,40.60%,29.40%,111.72%,20.27%,25.49%,33.33%,488.62,79.01%,56.57%,2.54%,30,8.82%,51,98.04%,0.784,11,26.465,95.286,1725.062,736,2630,96.08%,90.20%,110048,364.6,1.44%,3.01%,2.10%,31,11.76%,5.94%,29,17.65%,46773,188.66,121.13,67.53,8.82%,2.94%,5.88%,8.82%,14.71%,14.71%,11.77%,8.82%,23.53%,17.65%
Covid19Sim,3/29/2021,4 wk ahead inc death,4/24/2021,3443,0.154,16.67%,16.67%,75%,11,72.97%,51,18.4,10723.27,196.96,33.31%,-15.17%,75.05%,-26.21%,37.26%,15.69%,415.64,44.30%,41.44%,18.73%,22,5.88%,51,15.69%,0.118,1.125,1.157,1.218,1.403,1.469,1.889,0.00%,0.00%,327882,677.7,84.56%,100.00%,16.50%,22,38.24%,16.51%,26,26.47%,38990,250.04,3.52,246.51,5.88%,26.47%,44.12%,20.59%,20.59%,29.41%,55.88%,32.35%,38.24%,55.88%
CovidComplete,3/29/2021,4 wk ahead inc death,4/24/2021,4300,0.189,20.82%,20.82%,75%,18,54.05%,51,23.81,4105.17,143.31,24.58%,27.69%,127.71%,-45.59%,31.37%,15.69%,247.55,46.27%,37.08%,25.43%,19,52.94%,51,86.28%,0.314,2.513,2.76,3.133,3.907,4.645,6.04,19.61%,0.00%,68351,233.1,42.78%,89.32%,70.20%,2,97.06%,89.67%,3,94.12%,26725,108.77,34.26,74.51,52.94%,55.88%,26.47%,67.65%,61.77%,73.53%,50.00%,58.82%,8.82%,32.35%
DDS,3/29/2021,4 wk ahead inc death,4/24/2021,-1251,-0.062,-6.06%,-6.45%,90%,4,91.89%,51,28.21,6076.41,179.75,38.01%,-22.27%,118.08%,-67.89%,25.49%,29.41%,323.39,50.11%,50.11%,11.26%,28,41.18%,51,84.31%,0.392,3.954,4.883,8.024,25.813,16.048,82,72.55%,31.37%,85472,227.6,16.16%,33.74%,12.40%,24,32.35%,44.85%,18,50.00%,28148,124.47,37.2,87.27,41.18%,35.29%,14.71%,44.12%,17.65%,41.18%,38.24%,17.65%,11.77%,17.65%
Ensemble,3/29/2021,4 wk ahead inc death,4/24/2021,4200,0.185,20.33%,20.33%,75%,17,56.76%,51,5.09,1863.59,84.39,14.36%,2.00%,29.52%,5.40%,56.86%,5.88%,184.89,25.33%,22.85%,74.28%,1,100.00%,51,98.04%,0.824,3.591,4.949,7.5,19.905,12.423,29,80.39%,29.41%,32631,116.7,18.59%,38.82%,18.60%,20,44.12%,62.57%,11,70.59%,15826,61.13,39.68,21.46,100.00%,100.00%,100.00%,100.00%,100.00%,85.29%,100.00%,100.00%,100.00%,100.00%
ESG,3/29/2021,4 wk ahead inc death,4/24/2021,-2246,-0.115,-10.87%,-12.20%,75%,9,78.38%,51,16.05,2266.76,105.51,21.36%,-11.39%,65.81%,-41.95%,45.10%,13.73%,178.36,32.32%,36.65%,48.85%,7,88.24%,51,94.12%,0.627,2.801,4.709,29.92,211.202,165,676,74.51%,60.78%,35625,111.5,5.11%,10.66%,20.60%,17,52.94%,19.25%,23,35.29%,17494,69.26,37.34,31.93,88.24%,82.35%,52.94%,85.29%,82.35%,88.24%,85.29%,61.77%,47.06%,85.29%
GT-DeepCOVID,3/29/2021,4 wk ahead inc death,4/24/2021,10994,0.427,53.22%,53.22%,0%,32,16.22%,46,12.57,4701.18,149.22,29.62%,38.58%,60.96%,52.23%,32.61%,17.39%,284.82,59.91%,41.06%,3.67%,29,67.65%,46,97.83%,0.587,5.013,7.469,18.137,234.436,147,869,91.30%,65.22%,41370,148.7,5.52%,11.52%,6.20%,26,26.47%,-3.29%,33,5.88%,20147,90.81,55.91,34.9,67.65%,50.00%,70.59%,58.82%,41.18%,55.88%,17.65%,38.24%,50.00%,35.29%
IEM,3/29/2021,4 wk ahead inc death,4/24/2021,-7963,-0.487,-38.55%,-62.74%,0%,35,8.11%,51,31.55,9131.59,197.29,52.66%,-53.90%,114.24%,-86.82%,9.80%,45.10%,324.68,53.50%,63.52%,0.75%,34,29.41%,51,98.04%,0.588,24.667,45.428,90,262.788,413.5,780,98.04%,96.08%,98194,402.2,1.71%,3.56%,0.00%,33,5.88%,7.00%,27,23.53%,32382,141.68,96.82,44.87,29.41%,23.53%,11.77%,29.41%,2.94%,38.24%,26.47%,2.94%,14.71%,0.00%
IHME,3/29/2021,4 wk ahead inc death,4/24/2021,3702,0.165,17.92%,17.92%,75%,12,70.27%,51,8.87,5456.59,124.96,24.44%,13.70%,44.53%,14.44%,33.33%,11.77%,261.75,38.28%,32.25%,44.33%,10,64.71%,51,64.71%,0.314,1.614,1.771,1.934,2.582,2.201,3.571,5.88%,0.00%,71377,226.9,61.07%,100.00%,61.90%,5,88.24%,68.11%,9,76.47%,20963,94.49,18.59,75.9,64.71%,70.59%,82.35%,52.94%,64.71%,64.71%,67.65%,82.35%,85.29%,44.12%
ISU,3/29/2021,4 wk ahead inc death,4/24/2021,-3758,-0.201,-18.19%,-22.24%,75%,20,48.65%,49,8.56,2009.08,108.55,24.79%,-11.98%,44.78%,-19.33%,38.78%,8.16%,167.58,30.24%,32.40%,43.12%,11,79.41%,49,69.39%,0.306,2.025,2.184,2.547,5.829,4.083,5.578,16.33%,6.12%,57849,134.1,45.62%,95.24%,53.70%,7,82.35%,62.81%,17,52.94%,17839,82.14,18.24,63.89,79.41%,79.41%,85.29%,94.12%,55.88%,94.12%,94.12%,79.41%,82.35%,58.82%
JHU-APL,3/29/2021,4 wk ahead inc death,4/24/2021,9261,0.37,44.83%,44.83%,0%,30,21.62%,51,24.17,152125.75,243.47,25.97%,0.00%,112.16%,69.85%,45.10%,17.65%,733.55,102.30%,38.63%,26.96%,18,11.77%,51,84.31%,0.471,2.918,3.38,3.966,24.95,6.426,106,31.37%,17.65%,126592,535.5,22.72%,47.44%,55.70%,6,85.29%,61.12%,12,67.65%,42556,182.78,53.61,129.17,11.76%,14.71%,23.53%,0.00%,52.94%,0.00%,2.94%,52.94%,17.65%,85.29%
JHU-CSSE,3/29/2021,4 wk ahead inc death,4/24/2021,-125,-0.006,-0.61%,-0.61%,100%,1,100.00%,51,7.91,2205.55,104.51,22.55%,5.98%,41.68%,9.83%,37.26%,5.88%,174.14,35.74%,31.26%,58.50%,4,94.12%,51,98.04%,0.49,2.568,3.523,4.802,5.511,6.363,9.107,52.94%,9.80%,31646,110.9,33.73%,70.43%,47.50%,9,76.47%,91.25%,1,100.00%,16136,64.49,26.98,37.51,94.12%,88.24%,88.24%,88.24%,73.53%,91.18%,82.35%,88.24%,88.24%,55.88%
JHU-IDD,3/29/2021,4 wk ahead inc death,4/24/2021,-1690,-0.085,-8.18%,-8.91%,90%,7,83.78%,48,9.63,1940.67,92.67,24.23%,6.21%,48.75%,16.60%,39.58%,12.50%,153.75,43.41%,34.42%,39.40%,14,97.06%,48,97.92%,0.542,3.22,4.09,5.984,28.156,13.078,30.129,64.58%,35.42%,34575,163,19.46%,40.62%,33.00%,12,67.65%,49.75%,20,44.12%,14772,63.79,33.24,30.55,97.06%,94.12%,73.53%,97.06%,70.59%,100.00%,58.82%,73.53%,73.53%,61.77%
Karlen,3/29/2021,4 wk ahead inc death,4/24/2021,4163,0.184,20.15%,20.15%,75%,16,59.46%,51,12.82,6787.53,172.31,20.87%,22.72%,55.67%,36.24%,41.18%,25.49%,338.25,51.71%,37.57%,33.07%,16,50.00%,51,92.16%,0.549,2.906,3.746,6.294,16.089,9.104,17.143,64.71%,23.53%,86300,186.9,23.77%,49.63%,28.90%,15,58.82%,71.63%,8,79.41%,26535,120.11,43.72,76.39,50.00%,38.24%,61.77%,35.29%,85.29%,35.29%,32.35%,55.88%,64.71%,64.71%
LANL,3/29/2021,4 wk ahead inc death,4/24/2021,-1019,-0.051,-4.93%,-5.19%,90%,3,94.60%,51,16.9,3949.79,122.2,26.70%,-7.15%,68.53%,-20.02%,35.29%,15.69%,207.02,41.53%,40.01%,39.71%,13,76.47%,51,94.12%,0.451,3.352,4.518,8.847,57.724,13.771,40.036,76.47%,41.18%,52870,154.4,16.34%,34.12%,18.60%,20,44.12%,55.67%,14,61.76%,20163,84.74,32.93,51.81,76.47%,76.47%,50.00%,73.53%,50.00%,79.41%,64.71%,47.06%,41.18%,50.00%
LNQ,3/29/2021,4 wk ahead inc death,4/24/2021,3988,0.177,19.31%,19.31%,75%,15,62.16%,51,14.7,2528.44,98.65,22.43%,-10.54%,59.65%,-38.79%,49.02%,17.65%,203.26,30.53%,35.12%,48.55%,8,70.59%,51,100.00%,0.863,16.698,29.204,151.75,336.55,446,854,100.00%,98.04%,66838,246.2,1.47%,3.07%,0.00%,33,5.88%,6.05%,28,20.59%,21600,90.02,67.72,22.3,70.59%,91.18%,55.88%,82.35%,76.47%,82.35%,91.18%,67.65%,55.88%,97.06%
LSHTM,3/29/2021,4 wk ahead inc death,4/24/2021,7800,0.32,37.76%,37.76%,0%,29,24.32%,51,17.4,5218.28,143.53,24.39%,13.98%,68.28%,3.70%,43.14%,29.41%,261.55,47.52%,40.53%,33.25%,15,55.88%,51,90.20%,0.51,3.162,4.13,6.786,14.048,10.668,26.545,66.67%,25.49%,67195,207.9,21.82%,45.56%,24.80%,16,55.88%,65.31%,10,73.53%,25337,105.27,46.09,59.18,55.88%,52.94%,47.06%,55.88%,67.65%,67.65%,47.06%,44.12%,44.12%,73.53%
Microsoft,3/29/2021,4 wk ahead inc death,4/24/2021,3190,0.144,15.44%,15.44%,75%,10,75.68%,51,7.2,2737.67,85.12,18.88%,11.65%,37.83%,24.44%,49.02%,5.88%,161.11,36.02%,28.32%,61.81%,3,91.18%,51,88.24%,0.627,2.427,2.729,3.426,5.59,4.739,6.155,27.45%,7.84%,51071,148.1,38.88%,81.16%,64.00%,4,91.18%,89.33%,4,91.18%,15448,67.94,30.7,37.25,91.18%,97.06%,94.12%,79.41%,94.12%,97.06%,79.41%,97.06%,97.06%,97.06%
MIT-CovAlliance,3/29/2021,4 wk ahead inc death,4/24/2021,6252,0.264,30.27%,30.27%,0%,25,35.14%,51,25.13,6781.7,162.24,30.36%,30.27%,52.94%,33.22%,33.33%,17.65%,267.93,51.03%,40.62%,14.76%,26,44.12%,51,98.04%,0.569,11.661,11.74,11.915,12.538,12.687,14.167,98.04%,98.04%,83922,254.8,15.22%,31.78%,0.00%,33,5.88%,53.46%,16,55.88%,29178,123.43,80.94,42.49,44.12%,41.18%,20.59%,38.24%,38.24%,61.77%,35.29%,41.18%,70.59%,44.12%
MIT-ISOLAT,3/29/2021,4 wk ahead inc death,4/24/2021,-6953,-0.41,-33.66%,-50.74%,0%,31,18.92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-LCP,3/29/2021,4 wk ahead inc death,4/24/2021,7570,0.312,36.65%,36.65%,0%,28,27.03%,51,85.73,57437.88,225.55,42.85%,46.28%,145.60%,132.41%,19.61%,29.41%,500.55,143.98%,59.97%,1.52%,31,0.00%,51,1.96%,0,1.021,1.022,1.023,1.013,1.027,1.057,0.00%,0.00%,450541,2917.1,98.39%,100.00%,2.10%,31,11.76%,2.06%,32,8.82%,46019,320.02,1,319.02,0.00%,17.65%,0.00%,2.94%,11.77%,11.77%,0.00%,5.88%,2.94%,11.77%
MIT-ORC,3/29/2021,4 wk ahead inc death,4/24/2021,643,0.031,3.11%,3.11%,100%,2,97.30%,51,12.7,5981.91,139.84,20.38%,-11.12%,53.87%,-26.48%,47.06%,7.84%,316.39,31.57%,32.63%,48.11%,9,58.82%,51,98.04%,0.706,5.741,11.447,26.167,390.196,102.071,586,94.12%,74.51%,58912,153.2,4.50%,9.40%,4.10%,29,17.65%,17.92%,24,32.35%,25392,101.44,56.69,44.75,58.82%,61.77%,67.65%,50.00%,88.24%,44.12%,88.24%,76.47%,67.65%,91.18%
MOBS,3/29/2021,4 wk ahead inc death,4/24/2021,1948,0.09,9.43%,9.43%,90%,8,81.08%,50,9.22,3890.78,139.04,27.98%,-9.26%,47.05%,-4.99%,42.00%,10.00%,310.68,36.83%,34.52%,41.87%,12,73.53%,50,88.00%,0.58,2.253,2.887,5.783,239.775,104,562.6,52.00%,40.00%,48786,123.6,9.19%,19.20%,37.20%,10,73.53%,22.34%,25,29.41%,20504,87.7,35.28,52.42,73.53%,67.65%,79.41%,76.47%,47.06%,50.00%,76.47%,70.59%,76.47%,67.65%
Oliver Wyman,3/29/2021,4 wk ahead inc death,4/24/2021,4867,0.212,23.56%,23.56%,75%,21,45.95%,51,25.72,7677.62,181.71,30.57%,6.76%,135.47%,-65.66%,27.45%,17.65%,426.88,49.12%,42.37%,20.63%,21,35.29%,51,80.39%,0.471,2.06,2.471,4.818,146.618,47.556,286,50.98%,37.26%,101776,291.3,14.00%,29.22%,31.00%,14,61.76%,34.53%,21,41.18%,30762,137.19,34.15,103.04,35.29%,32.35%,17.65%,32.35%,35.29%,26.47%,44.12%,29.41%,5.88%,20.59%
PSI,3/29/2021,4 wk ahead inc death,4/24/2021,-3591,-0.191,-17.39%,-21.04%,75%,19,51.35%,51,44.47,9435.02,248.53,53.22%,-56.86%,152.47%,-117.93%,15.69%,54.90%,451.87,57.30%,69.69%,1.13%,32,2.94%,51,25.49%,0.098,1.469,1.639,2.067,4.918,3.15,6.714,5.88%,3.92%,400601,679.5,50.17%,100.00%,20.60%,17,52.94%,26.83%,22,38.24%,48800,309.26,7.44,301.82,2.94%,8.82%,8.82%,26.47%,0.00%,20.59%,20.59%,0.00%,0.00%,5.88%
RPI-UW,3/29/2021,4 wk ahead inc death,4/24/2021,-8357,-0.518,-40.46%,-67.95%,0%,37,2.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SignatureScience,3/29/2021,4 wk ahead inc death,4/24/2021,15234,0.552,73.75%,73.75%,0%,38,0.00%,51,23.69,19184.33,303.51,45.63%,49.95%,91.34%,86.68%,15.69%,39.22%,590.48,90.74%,55.51%,1.10%,33,14.71%,51,100.00%,0.608,11.833,51.711,722,2282.31,2529,4820,96.08%,92.16%,79212,226.8,0.51%,1.05%,4.10%,29,17.65%,2.10%,31,11.76%,45001,177.99,103.65,74.34,14.71%,0.00%,29.41%,5.88%,5.88%,2.94%,8.82%,11.77%,32.35%,5.88%
UA,3/29/2021,4 wk ahead inc death,4/24/2021,3851,0.171,18.64%,18.64%,75%,13,67.57%,51,22.46,6006.66,159.61,32.27%,14.43%,86.46%,16.79%,33.33%,27.45%,305.23,63.62%,46.86%,18.49%,24,23.53%,51,88.24%,0.549,3.762,6.042,9.4,12.159,13.191,24.615,74.51%,37.26%,85765,320.5,18.72%,39.08%,14.40%,23,35.29%,55.76%,13,64.71%,37919,143.06,69.95,73.11,23.53%,44.12%,41.18%,47.06%,29.41%,52.94%,14.71%,23.53%,35.29%,44.12%
UCM,3/29/2021,4 wk ahead inc death,4/24/2021,1487,0.07,7.20%,7.20%,90%,6,86.49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UCSD-NEU,3/29/2021,4 wk ahead inc death,4/24/2021,1432,0.067,6.93%,6.93%,90%,5,89.19%,50,22.54,3982.36,141.6,33.27%,-22.81%,59.82%,-24.13%,30.00%,20.00%,312.09,41.92%,45.36%,14.91%,25,20.59%,50,98.00%,0.92,6.034,1937,2358,1937.145,2574.5,2854.2,92.00%,86.00%,113045,787.8,0.26%,0.55%,6.20%,26,26.47%,-3.91%,33,5.88%,35992,149.72,91.19,58.53,20.59%,58.82%,38.24%,70.59%,23.53%,47.06%,61.77%,26.47%,52.94%,29.41%
